"var","categoria","Si","No"
"P05","Mucho",0.336,0.24
"P05","Bastante",0.455,0.166
"P05","Poco",0.075,0.205
"P05","Nada",0.094,0.287
"P05","No sabe",0.04,0.102
"P06","Norma Sepulveda por el MPN",0.438,0.317
"P06","Walter Erdozain por el Frente Provincial",0.393,0.127
"P06","No sabe",0.169,0.556
"P08","Lo votaría",0.523,0.297
"P08","Puede que lo vote",0.187,0.095
"P08","Nunca lo votaría",0.264,0.396
"P08","No sabe",0.026,0.212
"P09","Lo votaría",0.444,0.148
"P09","Puede que lo vote",0.164,0.212
"P09","Nunca lo votaría",0.189,0.355
"P09","No sabe",0.203,0.285
"P10","Muy buena",0.449,0.184
"P10","Buena",0.265,0.121
"P10","Ni buena ni mala",0.136,0.407
"P10","Mala",0.039,0.047
"P10","Muy mala",0.013,0.084
"P10","No sabe",0.098,0.157
"P11","Muy buena",0.409,0.288
"P11","Buena",0.052,0.072
"P11","Ni buena ni mala",0.201,0.268
"P11","Mala",0.115,0.114
"P11","Muy mala",0.134,0.109
"P11","No sabe",0.089,0.149
"P12","Muy buena",0.304,0.175
"P12","Buena",0.243,0.161
"P12","Ni buena ni mala",0.25,0.268
"P12","Mala",0.084,0.061
"P12","Muy mala",0.013,0.165
"P12","No sabe",0.106,0.17
